index,user_id,item_id,event_type,watch_seconds,timestamp,age,gender,region,content_type,genre
80,u84,i166,skip,13,2025-01-01 22:32:00,30,M,Jakarta,series,anime
81,u136,i160,pause,104,2025-01-01 22:35:00,54,M,Medan,microdrama,thriller
82,u206,i59,play,1986,2025-01-01 23:40:00,29,F,Denpasar,series,anime
83,u15,i30,save,30,2025-01-01 23:49:00,25,F,Bandung,movie,action
84,u211,i1,play,993,2025-01-01 23:51:00,19,F,Surabaya,series,romance
85,u64,i114,play,3577,2025-01-02 00:41:00,53,F,Jakarta,series,thriller
86,u68,i252,like,2129,2025-01-02 01:04:00,38,M,Denpasar,series,drama
87,u4,i156,play,1781,2025-01-02 01:23:00,41,F,Medan,movie,drama
88,u56,i68,play,1377,2025-01-02 01:29:00,41,F,Makassar,microdrama,drama
89,u125,i125,play,2668,2025-01-02 01:43:00,35,M,Yogyakarta,series,thriller
90,u85,i29,skip,36,2025-01-02 03:06:00,46,F,Denpasar,movie,action
91,u87,i44,complete,2900,2025-01-02 03:12:00,42,F,Bandung,tv,kids
92,u74,i23,play,500,2025-01-02 03:58:00,41,F,Surabaya,movie,romance
93,u11,i57,like,1159,2025-01-02 04:04:00,24,F,Makassar,series,family
94,u207,i126,complete,1557,2025-01-02 04:43:00,39,F,Medan,movie,family
95,u152,i69,play,494,2025-01-02 04:51:00,47,M,Jakarta,microdrama,drama
96,u72,i32,play,3046,2025-01-02 04:56:00,20,M,Makassar,movie,action
97,u59,i20,play,1852,2025-01-02 04:59:00,37,F,Makassar,movie,romance
98,u112,i72,complete,911,2025-01-02 05:19:00,32,F,Jakarta,microdrama,comedy
99,u125,i14,save,96,2025-01-02 05:33:00,35,M,Yogyakarta,movie,romance
100,u140,i43,play,628,2025-01-02 05:40:00,34,F,Makassar,tv,kids
101,u177,i13,play,208,2025-01-02 06:42:00,41,F,Bandung,movie,romance
102,u84,i18,play,2538,2025-01-02 07:06:00,30,M,Jakarta,movie,romance
103,u128,i118,skip,23,2025-01-02 07:13:00,17,F,Yogyakarta,movie,action
104,u216,i136,complete,939,2025-01-02 07:39:00,44,M,Yogyakarta,movie,action
105,u28,i243,play,1703,2025-01-02 08:24:00,18,F,Surabaya,tv,kids
106,u68,i216,play,2655,2025-01-02 08:51:00,38,M,Denpasar,microdrama,comedy
107,u153,i178,like,1223,2025-01-02 09:16:00,27,F,Makassar,movie,drama
108,u9,i26,play,394,2025-01-02 09:20:00,45,F,Surabaya,movie,action
109,u44,i116,complete,2122,2025-01-02 09:39:00,47,F,Surabaya,series,thriller
110,u151,i220,play,3256,2025-01-02 10:16:00,27,F,Bandung,movie,romance
111,u111,i16,skip,36,2025-01-02 10:36:00,31,M,Medan,movie,romance
112,u32,i144,play,1781,2025-01-02 10:55:00,31,F,Surabaya,movie,family
113,u54,i229,play,2602,2025-01-02 10:59:00,25,F,Jakarta,series,thriller
114,u186,i257,complete,2678,2025-01-02 11:14:00,21,M,Bandung,microdrama,romance
115,u122,i244,play,1427,2025-01-02 11:36:00,42,F,Denpasar,movie,family
116,u48,i119,pause,209,2025-01-02 12:01:00,23,F,Yogyakarta,series,anime
117,u38,i66,complete,3118,2025-01-02 12:14:00,32,F,Surabaya,series,anime
118,u99,i244,complete,1322,2025-01-02 12:16:00,53,F,Surabaya,movie,family
119,u193,i152,play,2806,2025-01-02 12:23:00,50,M,Medan,series,romance
120,u44,i254,save,41,2025-01-02 12:38:00,47,F,Surabaya,movie,action
121,u8,i204,like,2527,2025-01-02 13:20:00,41,M,Yogyakarta,movie,romance
122,u78,i184,skip,33,2025-01-02 13:27:00,45,M,Jakarta,series,drama
123,u93,i207,play,572,2025-01-02 13:40:00,43,M,Medan,series,anime
124,u81,i62,like,1377,2025-01-02 13:47:00,22,F,Bandung,series,anime
125,u73,i10,play,2208,2025-01-02 14:10:00,30,M,Jakarta,series,thriller
126,u170,i176,play,742,2025-01-02 14:16:00,54,M,Surabaya,series,thriller
127,u129,i172,save,153,2025-01-02 14:22:00,20,F,Yogyakarta,movie,romance
128,u80,i77,play,1678,2025-01-02 14:36:00,16,F,Jakarta,movie,romance
129,u172,i199,play,1680,2025-01-02 14:59:00,41,F,Medan,movie,comedy
130,u86,i202,pause,257,2025-01-02 15:04:00,25,M,Medan,series,family
131,u194,i99,play,1936,2025-01-02 15:04:00,38,M,Jakarta,series,thriller
132,u89,i166,play,645,2025-01-02 15:17:00,39,M,Denpasar,series,anime
133,u70,i66,play,980,2025-01-02 15:32:00,22,M,Yogyakarta,series,anime
134,u19,i253,play,948,2025-01-02 15:48:00,49,F,Makassar,series,thriller
135,u42,i133,skip,11,2025-01-02 15:48:00,50,M,Medan,series,anime
136,u150,i46,play,986,2025-01-02 16:34:00,47,F,Makassar,movie,family
137,u121,i253,complete,654,2025-01-02 16:44:00,38,F,Yogyakarta,series,thriller
138,u207,i130,complete,1748,2025-01-02 17:22:00,39,F,Medan,series,drama
139,u170,i14,like,2297,2025-01-02 17:58:00,54,M,Surabaya,movie,romance
140,u101,i4,play,1895,2025-01-02 18:11:00,43,F,Denpasar,series,family
141,u140,i67,play,2578,2025-01-02 18:44:00,34,F,Makassar,microdrama,romance
142,u168,i154,play,2537,2025-01-02 18:47:00,41,F,Medan,movie,romance
143,u20,i88,play,1600,2025-01-02 19:07:00,24,F,Denpasar,tv,kids
144,u208,i148,complete,1367,2025-01-02 19:45:00,28,F,Yogyakarta,series,romance
145,u83,i228,play,2153,2025-01-02 19:59:00,25,M,Yogyakarta,movie,romance
146,u43,i187,pause,66,2025-01-02 20:00:00,36,M,Jakarta,movie,comedy
147,u202,i80,play,1607,2025-01-02 20:02:00,46,F,Denpasar,series,anime
148,u3,i193,complete,1148,2025-01-02 20:25:00,15,F,Surabaya,series,drama
149,u217,i246,like,3056,2025-01-02 20:49:00,20,F,Medan,movie,comedy
150,u179,i183,play,134,2025-01-02 20:59:00,21,M,Jakarta,series,drama
151,u122,i94,complete,3340,2025-01-02 21:00:00,42,F,Denpasar,series,romance
152,u158,i258,play,257,2025-01-02 21:03:00,50,M,Jakarta,movie,action
153,u214,i46,play,161,2025-01-02 21:10:00,24,F,Medan,movie,family
154,u96,i9,play,979,2025-01-02 21:13:00,39,M,Jakarta,series,drama
155,u46,i149,play,1864,2025-01-02 21:25:00,40,M,Bandung,movie,action
156,u120,i110,complete,3483,2025-01-02 22:25:00,42,M,Surabaya,series,drama
157,u214,i6,like,2225,2025-01-02 22:44:00,24,F,Medan,series,romance
158,u124,i201,complete,2388,2025-01-02 23:30:00,17,M,Denpasar,series,anime
159,u200,i106,play,2376,2025-01-03 00:02:00,54,F,Bandung,movie,action
160,u95,i209,complete,1138,2025-01-03 01:05:00,30,M,Surabaya,movie,family
161,u115,i72,pause,100,2025-01-03 01:26:00,30,M,Surabaya,microdrama,comedy
162,u141,i57,pause,238,2025-01-03 01:33:00,24,F,Medan,series,family
163,u54,i63,play,1675,2025-01-03 01:49:00,25,F,Jakarta,series,anime
164,u109,i142,skip,39,2025-01-03 01:56:00,38,F,Medan,movie,action
165,u73,i86,play,1444,2025-01-03 01:56:00,30,M,Jakarta,microdrama,comedy
166,u81,i57,save,169,2025-01-03 02:03:00,22,F,Bandung,series,family
167,u188,i66,pause,212,2025-01-03 02:43:00,36,M,Bandung,series,anime
168,u209,i240,skip,38,2025-01-03 02:45:00,23,F,Surabaya,microdrama,comedy
169,u5,i2,play,1394,2025-01-03 03:02:00,17,M,Jakarta,series,drama
170,u166,i250,skip,14,2025-01-03 03:10:00,19,M,Bandung,movie,family
171,u69,i120,play,3250,2025-01-03 03:20:00,33,F,Makassar,microdrama,thriller
172,u150,i223,pause,140,2025-01-03 03:30:00,47,F,Makassar,series,drama
173,u114,i152,play,1822,2025-01-03 03:35:00,37,M,Medan,series,romance
174,u30,i201,play,1100,2025-01-03 03:37:00,38,M,Medan,series,anime
175,u210,i78,like,3269,2025-01-03 03:42:00,42,F,Surabaya,series,anime
176,u157,i228,skip,29,2025-01-03 03:45:00,48,M,Bandung,movie,romance
177,u19,i180,play,2352,2025-01-03 03:50:00,49,F,Makassar,series,drama
178,u3,i60,skip,34,2025-01-03 04:18:00,15,F,Surabaya,series,anime
179,u41,i184,play,2101,2025-01-03 04:36:00,37,M,Medan,series,drama
180,u94,i80,skip,36,2025-01-03 04:56:00,19,M,Jakarta,series,anime
181,u181,i164,complete,816,2025-01-03 04:57:00,55,M,Makassar,series,anime
182,u2,i74,play,2105,2025-01-03 04:59:00,19,M,Denpasar,microdrama,romance
183,u207,i258,play,1154,2025-01-03 04:59:00,39,F,Medan,movie,action
184,u200,i146,save,54,2025-01-03 05:12:00,54,F,Bandung,movie,action
185,u193,i29,play,1040,2025-01-03 05:18:00,50,M,Medan,movie,action
186,u207,i193,skip,13,2025-01-03 05:54:00,39,F,Medan,series,drama
187,u148,i60,play,2162,2025-01-03 06:25:00,26,M,Makassar,series,anime
188,u95,i235,save,154,2025-01-03 06:31:00,30,M,Surabaya,microdrama,romance
189,u161,i217,like,2289,2025-01-03 06:42:00,25,F,Yogyakarta,series,thriller
190,u170,i45,play,789,2025-01-03 06:56:00,54,M,Surabaya,movie,family
191,u212,i32,play,1900,2025-01-03 07:11:00,54,M,Makassar,movie,action
192,u90,i251,play,3336,2025-01-03 07:20:00,40,M,Denpasar,series,romance
193,u170,i167,play,205,2025-01-03 08:46:00,54,M,Surabaya,series,family
194,u171,i34,play,1159,2025-01-03 08:46:00,22,M,Bandung,movie,thriller
195,u45,i81,play,1521,2025-01-03 08:50:00,28,F,Medan,series,anime
196,u204,i124,play,501,2025-01-03 08:52:00,35,F,Jakarta,series,anime
197,u183,i147,play,1111,2025-01-03 09:12:00,44,M,Surabaya,series,romance
198,u175,i107,play,2403,2025-01-03 09:28:00,43,M,Surabaya,movie,thriller
199,u39,i219,play,3590,2025-01-03 09:51:00,30,F,Medan,series,romance
200,u121,i17,play,3437,2025-01-03 10:11:00,38,F,Yogyakarta,movie,romance
201,u140,i88,save,88,2025-01-03 10:24:00,34,F,Makassar,tv,kids
202,u207,i65,play,3493,2025-01-03 10:44:00,39,F,Medan,series,anime
203,u102,i96,play,2811,2025-01-03 11:06:00,52,F,Surabaya,series,drama
204,u29,i86,skip,28,2025-01-03 11:16:00,52,M,Medan,microdrama,comedy
205,u7,i8,like,1503,2025-01-03 12:00:00,39,F,Yogyakarta,series,drama
206,u103,i113,skip,32,2025-01-03 12:36:00,43,F,Denpasar,movie,romance
207,u219,i20,like,3083,2025-01-03 12:47:00,44,F,Makassar,movie,romance
208,u44,i44,save,47,2025-01-03 12:58:00,47,F,Surabaya,tv,kids
209,u33,i159,play,1787,2025-01-03 13:10:00,47,M,Surabaya,movie,romance
210,u173,i15,play,3130,2025-01-03 13:34:00,39,F,Denpasar,movie,romance
211,u184,i63,skip,20,2025-01-03 13:44:00,25,F,Surabaya,series,anime
212,u93,i227,play,2341,2025-01-03 13:52:00,43,M,Medan,series,thriller
213,u175,i82,complete,1518,2025-01-03 14:26:00,43,M,Surabaya,tv,kids
214,u33,i92,play,3384,2025-01-03 14:39:00,47,M,Surabaya,series,romance
215,u56,i206,pause,277,2025-01-03 14:49:00,41,F,Makassar,microdrama,romance
216,u113,i76,play,2197,2025-01-03 14:54:00,17,F,Bandung,movie,thriller
217,u132,i71,pause,82,2025-01-03 14:54:00,42,F,Makassar,microdrama,comedy
218,u55,i100,play,1342,2025-01-03 15:34:00,37,M,Makassar,series,thriller
219,u81,i260,save,154,2025-01-03 16:05:00,22,F,Bandung,series,anime
220,u7,i71,pause,82,2025-01-03 16:15:00,39,F,Yogyakarta,microdrama,comedy
221,u185,i8,play,3016,2025-01-03 16:15:00,55,F,Yogyakarta,series,drama
222,u9,i137,play,2843,2025-01-03 16:43:00,45,F,Surabaya,series,thriller
223,u87,i18,save,80,2025-01-03 17:14:00,42,F,Bandung,movie,romance
224,u144,i245,play,1346,2025-01-03 17:34:00,50,F,Yogyakarta,series,thriller
225,u81,i101,play,2276,2025-01-03 17:54:00,22,F,Bandung,movie,family
226,u39,i151,play,2028,2025-01-03 17:59:00,30,F,Medan,movie,family
227,u13,i113,play,3442,2025-01-03 18:28:00,42,F,Yogyakarta,movie,romance
228,u106,i180,complete,3488,2025-01-03 18:32:00,53,F,Jakarta,series,drama
229,u93,i152,play,1523,2025-01-03 18:55:00,43,M,Medan,series,romance
230,u91,i7,play,2301,2025-01-03 20:15:00,38,F,Surabaya,series,romance
231,u153,i73,play,3538,2025-01-03 21:01:00,27,F,Makassar,microdrama,comedy
232,u130,i198,complete,3127,2025-01-03 21:34:00,29,M,Yogyakarta,microdrama,comedy
233,u183,i154,play,690,2025-01-03 22:20:00,44,M,Surabaya,movie,romance
234,u15,i249,play,331,2025-01-03 22:36:00,25,F,Bandung,movie,romance
235,u131,i24,play,614,2025-01-03 23:00:00,22,M,Bandung,movie,comedy
236,u122,i28,play,2318,2025-01-03 23:16:00,42,F,Denpasar,movie,action
237,u132,i59,play,671,2025-01-03 23:45:00,42,F,Makassar,series,anime
238,u30,i216,pause,120,2025-01-04 00:20:00,38,M,Medan,microdrama,comedy
239,u101,i97,play,1905,2025-01-04 00:34:00,43,F,Denpasar,movie,action
240,u1,i118,save,161,2025-01-04 00:53:00,55,F,Bandung,movie,action
241,u198,i8,save,107,2025-01-04 00:54:00,40,F,Surabaya,series,drama
242,u148,i101,pause,170,2025-01-04 01:28:00,26,M,Makassar,movie,family
243,u194,i106,complete,548,2025-01-04 01:30:00,38,M,Jakarta,movie,action
244,u160,i135,complete,3538,2025-01-04 01:34:00,51,F,Medan,movie,romance
245,u156,i155,like,1825,2025-01-04 01:54:00,21,M,Makassar,series,romance
246,u27,i143,play,2556,2025-01-04 01:57:00,18,F,Surabaya,series,family
247,u84,i74,play,2864,2025-01-04 02:20:00,30,M,Jakarta,microdrama,romance
248,u17,i244,play,3233,2025-01-04 02:20:00,42,F,Yogyakarta,movie,family
249,u63,i120,play,164,2025-01-04 02:26:00,50,F,Medan,microdrama,thriller
250,u128,i197,play,3463,2025-01-04 02:35:00,17,F,Yogyakarta,microdrama,comedy
251,u128,i136,play,3137,2025-01-04 03:11:00,17,F,Yogyakarta,movie,action
252,u61,i24,complete,2312,2025-01-04 03:20:00,35,M,Makassar,movie,comedy
253,u58,i61,complete,1294,2025-01-04 03:25:00,25,M,Bandung,series,anime
254,u208,i77,play,2801,2025-01-04 03:41:00,28,F,Yogyakarta,movie,romance
255,u158,i214,play,824,2025-01-04 03:47:00,50,M,Jakarta,microdrama,romance
256,u133,i147,play,2391,2025-01-04 03:58:00,19,F,Surabaya,series,romance
257,u213,i161,play,2822,2025-01-04 04:13:00,37,F,Jakarta,series,anime
258,u160,i219,pause,129,2025-01-04 04:16:00,51,F,Medan,series,romance
259,u14,i113,pause,197,2025-01-04 04:34:00,35,F,Jakarta,movie,romance
260,u165,i21,play,160,2025-01-04 04:39:00,20,M,Makassar,movie,romance
261,u186,i196,play,685,2025-01-04 04:40:00,21,M,Bandung,microdrama,thriller
262,u161,i71,play,2717,2025-01-04 05:06:00,25,F,Yogyakarta,microdrama,comedy
263,u100,i196,play,1724,2025-01-04 05:08:00,37,M,Yogyakarta,microdrama,thriller
264,u38,i24,complete,2859,2025-01-04 05:08:00,32,F,Surabaya,movie,comedy
265,u173,i53,play,2906,2025-01-04 05:30:00,39,F,Denpasar,tv,comedy
266,u86,i8,play,2790,2025-01-04 05:40:00,25,M,Medan,series,drama
267,u108,i240,play,555,2025-01-04 05:44:00,44,M,Bandung,microdrama,comedy
268,u205,i252,pause,173,2025-01-04 06:00:00,28,M,Surabaya,series,drama
269,u60,i22,play,706,2025-01-04 06:04:00,31,M,Surabaya,movie,drama
270,u56,i30,play,554,2025-01-04 06:33:00,41,F,Makassar,movie,action
271,u99,i114,like,2258,2025-01-04 06:42:00,53,F,Surabaya,series,thriller
272,u176,i159,play,2271,2025-01-04 06:49:00,55,F,Yogyakarta,movie,romance
273,u91,i219,play,458,2025-01-04 07:25:00,38,F,Surabaya,series,romance
274,u154,i235,like,934,2025-01-04 07:55:00,20,F,Jakarta,microdrama,romance
275,u115,i246,play,1575,2025-01-04 08:07:00,30,M,Surabaya,movie,comedy
276,u122,i137,play,2863,2025-01-04 08:37:00,42,F,Denpasar,series,thriller
277,u206,i8,play,3294,2025-01-04 08:56:00,29,F,Denpasar,series,drama
278,u76,i246,pause,120,2025-01-04 09:24:00,34,F,Surabaya,movie,comedy
279,u76,i95,play,2665,2025-01-04 09:57:00,34,F,Surabaya,series,anime
280,u3,i210,play,855,2025-01-04 10:08:00,15,F,Surabaya,series,drama
281,u106,i25,play,1352,2025-01-04 11:22:00,53,F,Jakarta,movie,action
282,u155,i169,play,3450,2025-01-04 11:23:00,40,F,Medan,series,anime
283,u124,i243,save,160,2025-01-04 11:45:00,17,M,Denpasar,tv,kids
284,u168,i147,play,2287,2025-01-04 12:20:00,41,F,Medan,series,romance
285,u55,i179,play,624,2025-01-04 12:49:00,37,M,Makassar,microdrama,comedy
286,u74,i217,play,262,2025-01-04 13:10:00,41,F,Surabaya,series,thriller
287,u128,i72,play,3428,2025-01-04 14:00:00,17,F,Yogyakarta,microdrama,comedy
288,u111,i91,play,1592,2025-01-04 14:19:00,31,M,Medan,series,anime
289,u31,i47,save,148,2025-01-04 14:34:00,23,F,Surabaya,movie,family
290,u48,i200,like,225,2025-01-04 15:50:00,23,F,Yogyakarta,series,drama
291,u166,i217,like,2797,2025-01-04 15:50:00,19,M,Bandung,series,thriller
292,u115,i135,complete,840,2025-01-04 15:55:00,30,M,Surabaya,movie,romance
293,u202,i102,play,2157,2025-01-04 16:08:00,46,F,Denpasar,series,romance
294,u146,i72,pause,122,2025-01-04 16:22:00,35,M,Makassar,microdrama,comedy
295,u156,i123,play,2920,2025-01-04 16:39:00,21,M,Makassar,microdrama,romance
296,u86,i109,save,132,2025-01-04 16:55:00,25,M,Medan,series,romance
297,u58,i138,play,363,2025-01-04 17:28:00,25,M,Bandung,movie,thriller
298,u16,i107,like,718,2025-01-04 17:36:00,22,M,Denpasar,movie,thriller
299,u77,i109,play,1202,2025-01-04 17:58:00,25,F,Jakarta,series,romance
300,u77,i40,skip,22,2025-01-04 18:10:00,25,F,Jakarta,series,thriller
301,u159,i55,complete,1759,2025-01-04 18:13:00,16,F,Jakarta,movie,comedy
302,u81,i127,pause,283,2025-01-04 18:13:00,22,F,Bandung,series,drama
303,u21,i12,play,1358,2025-01-04 18:29:00,19,M,Bandung,series,romance
304,u122,i126,play,2997,2025-01-04 19:55:00,42,F,Denpasar,movie,family
305,u159,i77,save,169,2025-01-04 20:05:00,16,F,Jakarta,movie,romance
306,u147,i228,play,1075,2025-01-04 20:43:00,22,F,Surabaya,movie,romance
307,u95,i148,pause,111,2025-01-04 20:45:00,30,M,Surabaya,series,romance
308,u104,i33,skip,29,2025-01-04 20:54:00,16,M,Denpasar,movie,thriller
309,u62,i160,save,116,2025-01-04 21:13:00,54,M,Jakarta,microdrama,thriller
310,u148,i252,play,360,2025-01-04 21:23:00,26,M,Makassar,series,drama
311,u20,i215,play,2938,2025-01-04 21:31:00,24,F,Denpasar,series,romance
312,u158,i145,like,3202,2025-01-04 21:43:00,50,M,Jakarta,movie,action
313,u76,i147,complete,2011,2025-01-04 21:45:00,34,F,Surabaya,series,romance
314,u98,i162,complete,2230,2025-01-04 21:50:00,20,M,Yogyakarta,series,kids
315,u140,i37,play,1318,2025-01-04 22:18:00,34,F,Makassar,series,thriller
316,u201,i133,play,1180,2025-01-04 22:19:00,34,M,Yogyakarta,series,anime
317,u187,i189,skip,29,2025-01-04 22:27:00,18,F,Medan,series,thriller
318,u181,i57,play,1544,2025-01-04 22:37:00,55,M,Makassar,series,family
319,u3,i248,play,2106,2025-01-04 22:48:00,15,F,Surabaya,microdrama,thriller
320,u75,i155,pause,280,2025-01-04 23:45:00,25,F,Yogyakarta,series,romance
321,u77,i180,pause,104,2025-01-04 23:48:00,25,F,Jakarta,series,drama
322,u32,i144,save,128,2025-01-05 00:05:00,31,F,Surabaya,movie,family
323,u38,i16,complete,1617,2025-01-05 00:06:00,32,F,Surabaya,movie,romance
324,u41,i163,complete,1206,2025-01-05 00:11:00,37,M,Medan,tv,kids
325,u147,i67,like,3559,2025-01-05 00:18:00,22,F,Surabaya,microdrama,romance
326,u30,i127,skip,35,2025-01-05 00:23:00,38,M,Medan,series,drama
327,u169,i39,play,3192,2025-01-05 00:39:00,37,F,Surabaya,series,thriller
328,u198,i59,skip,28,2025-01-05 00:45:00,40,F,Surabaya,series,anime
329,u63,i134,play,723,2025-01-05 01:23:00,50,F,Medan,microdrama,drama
330,u187,i173,play,1608,2025-01-05 01:36:00,18,F,Medan,series,anime
331,u137,i62,play,2569,2025-01-05 01:46:00,54,M,Jakarta,series,anime
332,u73,i151,like,1652,2025-01-05 01:47:00,30,M,Jakarta,movie,family
333,u190,i131,pause,79,2025-01-05 01:53:00,28,M,Denpasar,movie,comedy
334,u160,i13,complete,358,2025-01-05 01:56:00,51,F,Medan,movie,romance
